37,0.00,106.79
40,560.00,736.09
36,56.00,0.00
11399,0.00,0.00
38,450.00,649.99
35,10.00,0.00
34,5.10,0.00
39,350.00,404.00
30370,0.00,0.00
30371,0.00,0.00
30372,0.00,0.00
30373,0.00,0.00
30374,0.00,0.00
30375,0.00,0.00
30376,0.00,0.00
30377,0.00,90000.00
30378,0.00,0.00
29668,1.00,987000000.00
28694,0.00,0.00
28695,0.00,0.00
28696,0.00,0.00
28697,0.00,0.00
28698,0.00,0.00
28699,0.00,0.00
28700,0.00,0.00
28701,0.00,0.00
25268,0.00,0.00
25279,0.00,0.00
25275,0.00,0.00
25273,0.00,0.00
25277,0.00,0.00
25276,0.00,0.00
25278,0.00,0.00
25274,0.00,0.00
16264,0.00,0.00
16262,0.00,0.00
16267,0.00,0.00
17978,0.00,219999.99
16268,0.00,145000.00
16263,0.00,0.00
16266,0.00,0.00
16269,0.00,0.00
17976,0.00,0.00
17977,0.00,0.00
17975,0.00,0.00
16265,0.00,0.00
16272,30.00,79.00
16274,0.00,580.00
17889,0.00,0.00
16273,200.00,269.00
17888,0.00,0.00
17887,0.00,0.00
16275,0.00,54.00
16634,0.00,0.00
16635,0.00,0.00
16633,0.00,0.00
16636,0.00,0.00
16640,0.00,0.00
16639,0.00,0.00
16638,0.00,0.00
16637,0.00,0.00
16643,0.00,0.00
16642,0.00,0.00
16641,0.00,0.00
16644,0.00,0.00
16647,0.00,0.00
16649,0.00,0.00
16648,0.00,0.00
16646,0.00,0.00
16652,0.00,0.00
16650,0.00,0.00
16651,0.00,0.00
16653,0.00,0.00
16661,0.00,0.00
16658,0.00,0.00
16660,0.00,0.00
16659,0.00,0.00
16655,0.00,0.00
16656,0.00,0.00
16654,0.00,0.00
16657,0.00,0.00
16665,0.00,0.00
16663,0.00,0.00
16664,0.00,0.00
16662,0.00,0.00
17959,0.00,0.00
17960,0.00,0.00
16666,0.00,0.00
16669,0.00,0.00
16668,0.00,0.00
16667,0.00,0.00
17769,0.00,0.00
4312,0.00,0.00
16672,0.00,0.00
16671,0.00,0.00
16673,0.00,0.00
16670,0.00,172.00
16678,101.20,0.00
16679,0.00,585.00
16680,656.02,0.00
16681,2002.02,0.00
16682,0.00,0.00
16683,0.00,0.00
17317,47002.09,0.00
16868,0.00,0.00
17941,0.00,0.00
17942,0.00,0.00
17943,0.00,0.00
17944,0.00,0.00
17945,0.00,0.00
17946,0.00,0.00
17947,0.00,0.00
17948,0.00,0.00
17949,0.00,0.00
17950,0.00,0.00
17951,0.00,0.00
17952,0.00,0.00
17953,0.00,0.00
17954,0.00,0.00
17955,0.00,0.00
17956,0.00,0.00
17957,0.00,0.00
17958,0.00,0.00
17961,0.00,0.00
17962,0.00,0.00
17963,0.00,0.00
17964,0.00,0.00
17965,0.00,0.00
17966,0.00,0.00
17967,0.00,0.00
17968,0.00,0.00
17969,0.00,0.00
17970,0.00,0.00
17971,0.00,0.00
17972,0.00,0.00
20432,0.00,0.00
25240,0.00,0.00
25243,0.00,0.00
25251,0.00,0.00
25282,0.00,0.00
25284,0.00,0.00
25285,0.00,0.00
25286,0.00,0.00
25287,0.00,0.00
25288,0.00,0.00
25289,0.00,0.00
25290,0.00,0.00
25291,0.00,0.00
25292,0.00,0.00
25293,0.00,0.00
25294,0.00,0.00
25295,0.00,0.00
25296,0.00,0.00
25297,0.00,0.00
25298,0.00,0.00
25299,0.00,0.00
25300,0.00,0.00
25301,0.00,0.00
25302,0.00,0.00
28702,0.00,0.00
28703,0.00,0.00
28704,0.00,0.00
28705,0.00,0.00
28706,0.00,0.00
28707,0.00,0.00
28708,0.00,0.00
28709,0.00,0.00
29640,0.00,0.00
29641,0.00,0.00
29642,0.00,0.00
29643,0.00,0.00
29644,0.00,0.00
29645,0.00,0.00
30344,0.00,0.00
30345,0.00,0.00
30346,0.00,0.00
30348,0.00,0.00
30349,0.00,0.00
30350,0.00,0.00
30351,0.00,0.00
30352,0.00,0.00
30368,0.00,0.00
32830,0.00,0.00
32831,0.00,0.00
32832,0.00,0.00
32833,0.00,0.00
32834,0.00,0.00
32835,0.00,0.00
32836,0.00,0.00
32837,0.00,0.00
32838,0.00,0.00
33340,0.00,0.00
33341,0.00,0.00
33342,0.00,0.00
33343,0.00,0.00
33363,0.00,0.00
33364,0.00,0.00
33365,0.00,0.00
33366,0.00,0.00
22,0.00,0.00
17425,0.00,0.00
17426,0.00,0.00
1223,1800.01,0.00
17428,0.00,0.00
17429,0.00,0.00
1225,1800.03,0.00
17432,0.00,0.00
17433,0.00,0.00
1229,0.00,0.00
17865,0.00,0.00
17866,0.00,0.00
21,400.00,0.00
17440,0.00,0.00
17441,0.00,0.00
1231,400.01,0.00
17444,0.00,0.00
17445,0.00,644.00
1226,222.00,0.00
17448,0.00,0.00
17449,0.00,0.00
20,71.31,0.00
17452,0.00,0.00
17453,0.00,0.00
11396,0.00,0.00
17869,0.00,0.00
17870,0.00,0.00
1232,654.00,0.00
17436,0.00,0.00
17437,0.00,0.00
1227,40.66,0.00
17867,0.00,0.00
17868,0.00,0.00
18,40.00,0.00
17455,0.00,0.00
17456,0.00,0.00
1224,40.00,0.00
17459,0.00,0.00
17460,0.00,0.00
1228,17.07,0.00
17463,17.50,0.00
17464,17.50,0.00
19,1404.00,0.00
17466,0.00,0.00
17467,0.00,0.00
1230,15.06,0.00
17470,0.00,0.00
17471,0.00,0.00
