37,126.41,130.36
40,710.63,725.99
36,60.36,60.57
11399,5777.10,5974.81
38,650.58,659.38
35,12.37,12.44
34,5.88,5.87
39,398.62,404.99
30370,6001.49,6300.00
30371,1581.31,2393.30
30372,2490.06,2689.98
30373,8001.74,8200.00
30374,5410.01,5999.00
30375,8302.64,8452.28
30376,24010.15,25500.00
30377,71502.59,85999.00
30378,51004.62,61000.00
29668,791000000.00,803700000.00
28694,1817.28,2399.83
28695,4000.13,9499.00
28696,15000.16,28404.97
28697,2000.22,2149.99
28698,7010.00,39449.94
28699,25211.08,47999.96
28700,2821.01,7979.26
28701,28022.05,32000.00
25268,81000.65,99998.98
25279,58002.01,69999.00
25275,65017.82,78499.93
25273,80095.20,100500.00
25277,38050.06,54544.00
25276,60899.01,72071.97
25278,56000.21,81999.99
25274,71000.58,87699.52
16264,212000.13,220000.00
16262,170000.00,216000.41
16267,218600.00,460000.00
17978,225000.01,999999.00
16268,91000.00,1750000.00
16263,166000.35,266000.34
16266,245003.07,975000.00
16269,215000.23,2999999.00
17976,21999.98,450000.00
17977,231000.84,339999.97
17975,200001.00,0.00
16265,238121.04,249999.98
16272,81.12,81.20
16274,591.00,609.98
17889,650.00,668.99
16273,412.67,412.99
17888,797.10,799.99
17887,699.02,710.45
16275,302.88,315.63
16634,102.00,204.43
16635,1416.59,1599.91
16633,220.02,244.98
16636,780.06,869.97
16640,1802.57,2141.89
16639,2520.09,2712.11
16638,1510.51,1786.27
16637,803.09,949.50
16643,13300.09,14179.95
16642,3309.11,3767.99
16641,4545.47,4949.92
16644,3928.00,4220.00
16647,6006.37,6497.97
16649,10100.10,10599.50
16648,11410.15,11598.99
16646,4791.12,5015.98
16652,28680.44,29999.89
16650,89105.02,93999.92
16651,28444.45,28599.99
16653,25500.06,26098.84
16661,2000.36,2443.77
16658,2250.00,2275.01
16660,1650.00,1749.72
16659,960.28,1093.54
16655,8565.00,9699.98
16656,2801.00,3497.99
16654,3375.00,3685.99
16657,2555.33,2699.99
16665,5751.20,6098.99
16663,10001.08,10379.00
16664,4622.00,5719.93
16662,8488.39,8969.99
17959,9025.01,10091.92
17960,20046.72,22099.66
16666,17010.35,18895.65
16669,46130.48,48988.98
16668,40211.02,49799.93
16667,16718.12,17743.99
17769,22101.01,25399.00
4312,15500.00,15987.99
16672,95.51,105.38
16671,116.08,117.56
16673,112.90,116.03
16670,165.63,171.91
16678,220.05,233.67
16679,532.01,559.01
16680,1304.15,1380.47
16681,2387.39,2409.90
16682,9470.10,9576.34
16683,26395.96,26688.31
17317,60000.01,62849.30
16868,210314.03,398999.00
17941,513120.13,1727995.89
17942,170903.99,4679878.87
17943,200100.07,3485000.00
17944,166237.97,798898.98
17945,8000.05,850000.00
17946,164000.01,2763998.97
17947,25000.00,1399998.96
17948,18000.04,850000.00
17949,17844.00,1489888.00
17950,5209.05,780000.00
17951,5613.06,990000.00
17952,6048.00,859993.35
17953,75000.02,899999.98
17954,5000.02,899999.99
17955,150000.00,900000.00
17956,60000.00,1199999.99
17957,5231.00,845000.00
17958,275.00,899999.00
17961,16538.00,700000.00
17962,2888408.88,8500000.00
17963,890000.00,3568880.00
17964,2410000.00,4300000.00
17965,1501000.01,4500000.00
17966,2808001.88,4400000.00
17967,2750000.00,4499999.00
17968,1500661.99,7500000.99
17969,1560049.92,4489987.97
17970,3271003.02,4499888.00
17971,2500012.02,3300012.01
17972,2800001.02,4199662.90
20432,0.00,0.00
25240,2500000.00,18000000.00
25243,12121.03,1800000.00
25251,100048.03,4200000.00
25282,1000001.66,119999999.00
25284,52318.23,2689993.98
25285,100008.29,3985000.00
25286,654005.00,4899999.00
25287,18000.24,1000000.00
25288,360.06,898999.00
25289,3330000.01,6999999.99
25290,1001000.00,1599999.99
25291,3500000.00,4999899.98
25292,3500002.00,8999999.99
25293,6111000.00,8800000.00
25294,13000100.00,18499000.00
25295,5000000.01,14199997.99
25296,72301341.66,248999998.96
25297,43033001.66,93999996.00
25298,75000005.66,198999999.66
25299,63800008.66,120000000.00
25300,55500001.66,135995995.94
25301,30006067.66,99000000.00
25302,40022383.68,69998988.66
28702,6001.16,289999.00
28703,110000.23,719899.95
28704,12012.12,322012.11
28705,34019.00,149899.00
28706,10224.04,499998.94
28707,46300.13,749998.99
28708,54017.30,925000.00
28709,19817.06,2999999.99
29640,2500.00,1899887.98
29641,300.00,600000.00
29642,104.89,1400000.00
29643,258.00,129
